sentence,label
"sentence 1: Restaurants serve lunch from 1:00 to 3:00 p.m. and dinner from about 8:00 to 11:00 p.m.
sentence 2: Diners start serving breakfast at 8:00 to 11:00 a.m., lunch at 1:00 to 3:00 p.m. and dinner at about 8:00 to 11:00 p.m.",neutral
"sentence 1: yeah yeah well mine's full of dandelions now so no i never have i don't know how to prepare them
sentence 2: Mine doesn't have any dandelions on it.",contradiction
"sentence 1: Some crystal ball.
sentence 2: Some crystal ball you have there.",neutral
"sentence 1: the uh the grown ups eat for four dollars and something and the and the uh the eight and eleven year old eat for uh two dollars and something and the four year old eats for free and uh the grown ups get all you can eat and the kids have to have can only have like four items
sentence 2: Adults eat for four dollars.",neutral
"sentence 1: Could Bird manage a different group of players?
sentence 2: Could Bird keep working with the same group of players as before?",contradiction
"sentence 1: Anyway, as Clinton's lawyer David Kendall pointed out at the hearing, this rule is about official statements, not anonymous leaks.
sentence 2: Kendall is working for Starr.",contradiction
"sentence 1: The office usually is so overwhelmed, attorneys who work there say, that they have to stop taking calls and evaluating new cases for the day by 10 a.m.
sentence 2: Most of the lawyers find themselves wishing that they could disconnect their phones after a while.",neutral
"sentence 1: Evidently there was a likelihood of John Cavendish being acquitted. 
sentence 2: Cavendish is a monster and we can't allow this to happen.",neutral
"sentence 1: But these were offset by a poor intake system, uneven supervision, a failure to undertake aggressive legal work and a disturbing intransigence by management to address longstanding morale and turnover problems.
sentence 2: The uneven supervision wasn't one of the offsetting factors.",contradiction
"sentence 1: None of these were published in journals devoted to emergency medicine.
sentence 2: All of these were found in emergency medicine journals.",contradiction
"sentence 1: Newsweek berates NATO for its obfuscation of civilian casualties.
sentence 2: Newsweek criticizes NATO for overcomplicating the issue of civilian casualties.",entailment
"sentence 1: John, of course, good fellow though he is, could hardly be called a brilliant conversationalist. 
sentence 2: John can captivate an entire room with his conversational skills.",contradiction
"sentence 1: However, there's no denying that this area has just about everything needed for a perfect holiday, whether you want to do nothing but sit on a beach, dive and snorkel along the coral reefs, enjoy sports, or explore the history and culture of the island.
sentence 2: Tourists can stay in plantation homes.",neutral
"sentence 1: In the rate category approach, the difference in the rates for the two categories is based on the cost difference.
sentence 2: The cost difference is the basis for the difference in rates.",entailment
"sentence 1: special rights for gays.
sentence 2: Punishment towards gays.",contradiction
"sentence 1: A boxer cannot fight with a heart condition or dementia.
sentence 2: A heart condition would not effect a boxer's ability to fight.",contradiction
"sentence 1: and of course we were involved with an attorney and were able to stop that before it got off the ground and so the some of the homes on that side of the street are a little bit smaller but they were
sentence 2: If it wasn't for the attorney our home would be as small as the rest of them in the street.",neutral
"sentence 1: and the shock on the system is is just too much so i have stuck to water aerobics basically you know the weightless thing and
sentence 2: I can handle it, so I don't have to bother doing water aerobics. ",contradiction
"sentence 1: Its gray-tiled roofs cascade down an amphitheater-shaped hill toward the tiny port.
sentence 2: It doesn't have an amphitheater shaped hill.",contradiction
"sentence 1: Among the most moving, look for the Kiss of Judas, the Crucifixion, and the Lamentation.
sentence 2: The kiss of Judas and the crucifixion are some of the most moving.",entailment
"sentence 1: The Summerlin Library and Performing Arts Ceter  features an art gallery (as do most library branches in the area) and frequent music and theater performances.
sentence 2: Libraries in the area exclusively deal in books and contain no art galleries.",contradiction
"sentence 1: That object, it concerns Mr. Alfred Inglethorp."" 93 Inglethorp was sitting a little by himself ”I think, unconsciously, every one had drawn his chair slightly away from him ”and he gave a faint start as Poirot pronounced his name. 
sentence 2: That thing deals with Mr. Alfred Inglethorp who was sitting a little by himself.",entailment
"sentence 1: Out- of-state residents pay $21,252.
sentence 2: The $21,252 is for food, housing, and tuition.",neutral
"sentence 1: A minute later, the others were back, screaming out the news that the manual controls could not be moved--could not even be touched.
sentence 2: The other returned a minute later with some news.",entailment
"sentence 1: Diexodos also organizes bike tours (see details above), or you can rent equipment in all the major resorts and plan your own itinerary.
sentence 2: No equipment rentals are available, so if you want to bike around the area, you'll have to sign up for a tour.",contradiction
"sentence 1: Everybody hopes Hong Kong will remain stable, but everyone also has their doubts.
sentence 2: Everyone thinks Hong Kong will stay stable.",contradiction
"sentence 1: An accompanying story covers the case of a pharmaceuticals CEO with a long and slimy history of harassing subordinates.
sentence 2: The case of a pharmateuticals CEO with a long and slimy history of harassing subordinates is covered by an accompanying story.",entailment
